time,pos
2.454,3.99885
2.455,4.00343
2.456,4.00801
2.457,4.01258
2.458,4.01713
2.459,4.02168
2.46,4.02622
2.461,4.03074
2.462,4.03526
2.463,4.03977
2.464,4.04426
2.465,4.04875
2.466,4.05323
2.467,4.0577
2.468,4.06216
2.469,4.06661
2.47,4.07104
2.471,4.07547
2.472,4.07989
2.473,4.0843
2.474,4.0887
2.475,4.09309
2.476,4.09747
2.477,4.10184
2.478,4.1062
2.479,4.11055
2.48,4.11489
2.481,4.11922
2.482,4.12354
2.483,4.12785
2.484,4.13216
2.485,4.13645
2.486,4.14073
2.487,4.145
2.488,4.14926
2.489,4.15352
2.49,4.15776
2.491,4.16199
2.492,4.16621
2.493,4.17043
2.494,4.17463
2.495,4.17882
2.496,4.18301
2.497,4.18718
2.498,4.19135
2.499,4.1955
2.5,4.19964
2.501,4.20378
2.502,4.2079
2.503,4.21202
2.504,4.21612
2.505,4.22022
2.506,4.2243
2.507,4.22838
2.508,4.23245
2.509,4.2365
2.51,4.24055
2.511,4.24458
2.512,4.24861
2.513,4.25263
2.514,4.25664
2.515,4.26063
2.516,4.26462
2.517,4.2686
2.518,4.27257
2.519,4.27652
2.52,4.28047
2.521,4.28441
2.522,4.28834
2.523,4.29226
2.524,4.29617
2.525,4.30007
2.526,4.30396
2.527,4.30783
2.528,4.3117
2.529,4.31556
2.53,4.31941
2.531,4.32325
2.532,4.32709
2.533,4.33091
2.534,4.33472
2.535,4.33852
2.536,4.34231
2.537,4.34609
2.538,4.34986
2.539,4.35362
2.54,4.35738
2.541,4.36112
2.542,4.36485
2.543,4.36857
2.544,4.37229
2.545,4.37599
2.546,4.37968
2.547,4.38337
2.548,4.38704
2.549,4.3907
2.55,4.39436
2.551,4.398
2.552,4.40164
2.553,4.40526
2.554,4.40887
2.555,4.41248
2.556,4.41607
2.557,4.41966
2.558,4.42323
2.559,4.4268
2.56,4.43036
2.561,4.4339
2.562,4.43744
2.563,4.44097
2.564,4.44448
2.565,4.44799
2.566,4.45149
2.567,4.45497
2.568,4.45845
2.569,4.46192
2.57,4.46538
2.571,4.46882
2.572,4.47226
2.573,4.47569
2.574,4.47911
2.575,4.48252
2.576,4.48592
2.577,4.4893
2.578,4.49268
2.579,4.49605
2.58,4.49941
2.581,4.50276
2.582,4.5061
2.583,4.50943
2.584,4.51275
2.585,4.51606
2.586,4.51936
2.587,4.52266
2.588,4.52594
2.589,4.52921
2.59,4.53247
2.591,4.53572
2.592,4.53896
2.593,4.54219
2.594,4.54542
2.595,4.54863
2.596,4.55183
2.597,4.55503
2.598,4.55821
2.599,4.56138
2.6,4.56454
2.601,4.5677
2.602,4.57084
2.603,4.57398
2.604,4.5771
2.605,4.58021
2.606,4.58332
2.607,4.58641
2.608,4.5895
2.609,4.59257
2.61,4.59564
2.611,4.59869
2.612,4.60174
2.613,4.60478
2.614,4.6078
2.615,4.61082
2.616,4.61383
2.617,4.61682
2.618,4.61981
2.619,4.62279
2.62,4.62575
2.621,4.62871
2.622,4.63166
2.623,4.6346
2.624,4.63752
2.625,4.64044
2.626,4.64335
2.627,4.64625
2.628,4.64914
2.629,4.65202
2.63,4.65489
2.631,4.65774
2.632,4.66059
2.633,4.66343
2.634,4.66626
2.635,4.66908
2.636,4.67189
2.637,4.6747
2.638,4.67749
2.639,4.68027
2.64,4.68304
2.641,4.6858
2.642,4.68855
2.643,4.69129
2.644,4.69402
2.645,4.69675
2.646,4.69946
2.647,4.70216
2.648,4.70485
2.649,4.70754
2.65,4.71021
2.651,4.71287
2.652,4.71552
2.653,4.71817
2.654,4.7208
2.655,4.72343
2.656,4.72604
2.657,4.72864
2.658,4.73124
2.659,4.73382
2.66,4.7364
2.661,4.73896
2.662,4.74152
2.663,4.74406
2.664,4.7466
2.665,4.74913
2.666,4.75164
2.667,4.75415
2.668,4.75664
2.669,4.75913
2.67,4.76161
2.671,4.76407
2.672,4.76653
2.673,4.76898
2.674,4.77142
2.675,4.77384
2.676,4.77626
2.677,4.77867
2.678,4.78107
2.679,4.78346
2.68,4.78583
2.681,4.7882
2.682,4.79056
2.683,4.79291
2.684,4.79525
2.685,4.79758
2.686,4.7999
2.687,4.80221
2.688,4.80451
2.689,4.8068
2.69,4.80908
2.691,4.81135
2.692,4.81361
2.693,4.81586
2.694,4.8181
2.695,4.82034
2.696,4.82256
2.697,4.82477
2.698,4.82697
2.699,4.82916
2.7,4.83135
2.701,4.83352
2.702,4.83568
2.703,4.83783
2.704,4.83998
2.705,4.84211
2.706,4.84423
2.707,4.84635
2.708,4.84845
2.709,4.85055
2.71,4.85263
2.711,4.85471
2.712,4.85677
2.713,4.85882
2.714,4.86087
2.715,4.86291
2.716,4.86493
2.717,4.86695
2.718,4.86895
2.719,4.87095
2.72,4.87293
2.721,4.87491
2.722,4.87688
2.723,4.87883
2.724,4.88078
2.725,4.88272
2.726,4.88465
2.727,4.88656
2.728,4.88847
2.729,4.89037
2.73,4.89226
2.731,4.89414
2.732,4.896
2.733,4.89786
2.734,4.89971
2.735,4.90155
2.736,4.90338
2.737,4.9052
2.738,4.90701
2.739,4.90881
2.74,4.9106
2.741,4.91238
2.742,4.91415
2.743,4.91591
2.744,4.91766
2.745,4.9194
2.746,4.92113
2.747,4.92285
2.748,4.92457
2.749,4.92627
2.75,4.92796
2.751,4.92964
2.752,4.93131
2.753,4.93298
2.754,4.93463
2.755,4.93627
2.756,4.93791
2.757,4.93953
2.758,4.94114
2.759,4.94275
2.76,4.94434
2.761,4.94592
2.762,4.9475
2.763,4.94906
2.764,4.95062
2.765,4.95216
2.766,4.9537
2.767,4.95522
2.768,4.95674
2.769,4.95824
2.77,4.95974
2.771,4.96122
2.772,4.9627
2.773,4.96417
2.774,4.96562
2.775,4.96707
2.776,4.96851
2.777,4.96993
2.778,4.97135
2.779,4.97276
2.78,4.97416
2.781,4.97554
2.782,4.97692
2.783,4.97829
2.784,4.97965
2.785,4.981
2.786,4.98234
2.787,4.98366
2.788,4.98498
2.789,4.98629
2.79,4.98759
2.791,4.98888
2.792,4.99016
2.793,4.99143
2.794,4.99269
2.795,4.99394
2.796,4.99518
2.797,4.99641
2.798,4.99763
2.799,4.99885
2.8,5.00005
2.801,5.00124
2.802,5.00242
2.803,5.00359
2.804,5.00476
2.805,5.00591
2.806,5.00705
2.807,5.00818
2.808,5.00931
2.809,5.01042
2.81,5.01152
2.811,5.01262
2.812,5.0137
2.813,5.01477
2.814,5.01584
2.815,5.01689
2.816,5.01794
2.817,5.01897
2.818,5.02
2.819,5.02101
2.82,5.02202
2.821,5.02301
2.822,5.024
2.823,5.02497
2.824,5.02594
2.825,5.0269
2.826,5.02784
2.827,5.02878
2.828,5.02971
2.829,5.03062
2.83,5.03153
2.831,5.03243
2.832,5.03331
2.833,5.03419
2.834,5.03506
2.835,5.03592
2.836,5.03677
2.837,5.0376
2.838,5.03843
2.839,5.03925
2.84,5.04006
2.841,5.04086
2.842,5.04165
2.843,5.04243
2.844,5.0432
2.845,5.04396
2.846,5.04471
2.847,5.04545
2.848,5.04618
2.849,5.0469
2.85,5.04761
2.851,5.04831
2.852,5.049
2.853,5.04969
2.854,5.05036
2.855,5.05102
2.856,5.05167
2.857,5.05231
2.858,5.05295
2.859,5.05357
2.86,5.05418
2.861,5.05478
2.862,5.05538
2.863,5.05596
2.864,5.05653
2.865,5.0571
2.866,5.05765
2.867,5.0582
2.868,5.05873
2.869,5.05926
2.87,5.05977
2.871,5.06027
2.872,5.06077
2.873,5.06125
2.874,5.06173
2.875,5.0622
2.876,5.06265
2.877,5.0631
2.878,5.06353
2.879,5.06396
2.88,5.06438
2.881,5.06478
2.882,5.06518
2.883,5.06557
2.884,5.06595
2.885,5.06631
2.886,5.06667
2.887,5.06702
2.888,5.06736
2.889,5.06769
2.89,5.068
2.891,5.06831
2.892,5.06861
2.893,5.0689
2.894,5.06918
2.895,5.06945
2.896,5.06971
2.897,5.06996
2.898,5.0702
2.899,5.07043
2.9,5.07065
2.901,5.07086
2.902,5.07106
2.903,5.07125
2.904,5.07143
2.905,5.0716
2.906,5.07177
2.907,5.07192
2.908,5.07206
2.909,5.07219
2.91,5.07231
2.911,5.07243
2.912,5.07253
2.913,5.07262
2.914,5.07271
2.915,5.07278
2.916,5.07284
2.917,5.0729
2.918,5.07294
2.919,5.07297
2.92,5.073
2.921,5.07301
2.922,5.07302
2.923,5.07301
2.924,5.073
2.925,5.07297
2.926,5.07294
2.927,5.07289
2.928,5.07284
2.929,5.07278
2.93,5.0727
2.931,5.07262
2.932,5.07252
2.933,5.07242
2.934,5.07231
2.935,5.07218
2.936,5.07205
2.937,5.07191
2.938,5.07176
2.939,5.07159
2.94,5.07142
2.941,5.07124
2.942,5.07105
2.943,5.07085
2.944,5.07064
2.945,5.07042
2.946,5.07018
2.947,5.06994
2.948,5.06969
2.949,5.06943
2.95,5.06916
2.951,5.06888
2.952,5.06859
2.953,5.06829
2.954,5.06798
2.955,5.06767
2.956,5.06734
2.957,5.067
2.958,5.06665
2.959,5.06629
2.96,5.06592
2.961,5.06554
2.962,5.06516
2.963,5.06476
2.964,5.06435
2.965,5.06393
2.966,5.06351
2.967,5.06307
2.968,5.06262
2.969,5.06217
2.97,5.0617
2.971,5.06123
2.972,5.06074
2.973,5.06024
2.974,5.05974
2.975,5.05922
2.976,5.0587
2.977,5.05816
2.978,5.05762
2.979,5.05706
2.98,5.0565
2.981,5.05592
2.982,5.05534
2.983,5.05475
2.984,5.05414
2.985,5.05353
2.986,5.05291
2.987,5.05227
2.988,5.05163
2.989,5.05098
2.99,5.05032
2.991,5.04964
2.992,5.04896
2.993,5.04827
2.994,5.04757
2.995,5.04686
2.996,5.04613
2.997,5.0454
2.998,5.04466
2.999,5.04391
3,5.04315
3.001,5.04238
3.002,5.0416
3.003,5.04081
3.004,5.04001
3.005,5.0392
3.006,5.03838
3.007,5.03755
3.008,5.03671
3.009,5.03587
3.01,5.03501
3.011,5.03414
3.012,5.03326
3.013,5.03237
3.014,5.03147
3.015,5.03057
3.016,5.02965
3.017,5.02872
3.018,5.02778
3.019,5.02684
3.02,5.02588
3.021,5.02491
3.022,5.02394
3.023,5.02295
3.024,5.02196
3.025,5.02095
3.026,5.01993
3.027,5.01891
3.028,5.01787
3.029,5.01683
3.03,5.01577
3.031,5.01471
3.032,5.01363
3.033,5.01255
3.034,5.01146
3.035,5.01035
3.036,5.00924
3.037,5.00811
3.038,5.00698
3.039,5.00584
3.04,5.00468
3.041,5.00352
3.042,5.00235
3.043,5.00117
3.044,4.99997
3.045,4.99877
3.046,4.99756
3.047,4.99634
3.048,4.99511
3.049,4.99387
3.05,4.99261
3.051,4.99135
3.052,4.99008
3.053,4.9888
3.054,4.98751
3.055,4.98621
3.056,4.9849
3.057,4.98358
3.058,4.98225
3.059,4.98091
3.06,4.97956
3.061,4.97821
3.062,4.97684
3.063,4.97546
3.064,4.97407
3.065,4.97267
3.066,4.97126
3.067,4.96985
3.068,4.96842
3.069,4.96698
3.07,4.96553
3.071,4.96408
3.072,4.96261
3.073,4.96113
3.074,4.95965
3.075,4.95815
3.076,4.95664
3.077,4.95513
3.078,4.9536
3.079,4.95207
3.08,4.95052
3.081,4.94897
3.082,4.9474
3.083,4.94583
3.084,4.94424
3.085,4.94265
3.086,4.94104
3.087,4.93943
3.088,4.93781
3.089,4.93617
3.09,4.93453
3.091,4.93287
3.092,4.93121
3.093,4.92954
3.094,4.92786
3.095,4.92616
3.096,4.92446
3.097,4.92275
3.098,4.92103
3.099,4.9193
3.1,4.91755
3.101,4.9158
3.102,4.91404
3.103,4.91227
3.104,4.91049
3.105,4.9087
3.106,4.9069
3.107,4.90509
3.108,4.90327
3.109,4.90144
3.11,4.8996
3.111,4.89775
3.112,4.89589
3.113,4.89402
3.114,4.89214
3.115,4.89025
3.116,4.88835
3.117,4.88645
3.118,4.88453
3.119,4.8826
3.12,4.88066
3.121,4.87872
3.122,4.87676
3.123,4.87479
3.124,4.87281
3.125,4.87083
3.126,4.86883
3.127,4.86682
3.128,4.86481
3.129,4.86278
3.13,4.86074
3.131,4.8587
3.132,4.85664
3.133,4.85458
3.134,4.8525
3.135,4.85042
3.136,4.84832
3.137,4.84622
3.138,4.8441
3.139,4.84198
3.14,4.83985
3.141,4.8377
3.142,4.83555
3.143,4.83339
3.144,4.83121
3.145,4.82903
3.146,4.82684
3.147,4.82463
3.148,4.82242
3.149,4.8202
3.15,4.81797
3.151,4.81573
3.152,4.81347
3.153,4.81121
3.154,4.80894
3.155,4.80666
3.156,4.80437
3.157,4.80207
3.158,4.79976
3.159,4.79744
3.16,4.79511
3.161,4.79277
3.162,4.79042
3.163,4.78806
3.164,4.78569
3.165,4.78331
3.166,4.78092
3.167,4.77852
3.168,4.77611
3.169,4.77369
3.17,4.77127
3.171,4.76883
3.172,4.76638
3.173,4.76392
3.174,4.76145
3.175,4.75898
3.176,4.75649
3.177,4.75399
3.178,4.75149
3.179,4.74897
3.18,4.74644
3.181,4.74391
3.182,4.74136
3.183,4.73881
3.184,4.73624
3.185,4.73366
3.186,4.73108
3.187,4.72848
3.188,4.72588
3.189,4.72327
3.19,4.72064
3.191,4.71801
3.192,4.71536
3.193,4.71271
3.194,4.71004
3.195,4.70737
3.196,4.70469
3.197,4.70199
3.198,4.69929
3.199,4.69658
3.2,4.69386
3.201,4.69112
3.202,4.68838
3.203,4.68563
3.204,4.68287
3.205,4.6801
3.206,4.67732
3.207,4.67452
3.208,4.67172
3.209,4.66891
3.21,4.66609
3.211,4.66326
3.212,4.66042
3.213,4.65757
3.214,4.65471
3.215,4.65184
3.216,4.64896
3.217,4.64607
3.218,4.64317
3.219,4.64026
3.22,4.63734
3.221,4.63442
3.222,4.63148
3.223,4.62853
3.224,4.62557
3.225,4.6226
3.226,4.61963
3.227,4.61664
3.228,4.61364
3.229,4.61063
3.23,4.60762
3.231,4.60459
3.232,4.60155
3.233,4.59851
3.234,4.59545
3.235,4.59239
3.236,4.58931
3.237,4.58622
3.238,4.58313
3.239,4.58002
3.24,4.57691
3.241,4.57378
3.242,4.57065
3.243,4.56751
3.244,4.56435
3.245,4.56119
3.246,4.55801
3.247,4.55483
3.248,4.55164
3.249,4.54843
3.25,4.54522
3.251,4.542
3.252,4.53876
3.253,4.53552
3.254,4.53227
3.255,4.52901
3.256,4.52574
3.257,4.52245
3.258,4.51916
3.259,4.51586
3.26,4.51255
3.261,4.50923
3.262,4.5059
3.263,4.50256
3.264,4.49921
3.265,4.49585
3.266,4.49248
3.267,4.4891
3.268,4.48571
3.269,4.48231
3.27,4.4789
3.271,4.47548
3.272,4.47205
3.273,4.46861
3.274,4.46516
3.275,4.46171
3.276,4.45824
3.277,4.45476
3.278,4.45127
3.279,4.44777
3.28,4.44427
3.281,4.44075
3.282,4.43722
3.283,4.43369
3.284,4.43014
3.285,4.42658
3.286,4.42302
3.287,4.41944
3.288,4.41585
3.289,4.41226
3.29,4.40865
3.291,4.40504
3.292,4.40141
3.293,4.39778
3.294,4.39413
3.295,4.39048
3.296,4.38681
3.297,4.38314
3.298,4.37946
3.299,4.37576
3.3,4.37206
3.301,4.36835
3.302,4.36462
3.303,4.36089
3.304,4.35715
3.305,4.35339
3.306,4.34963
3.307,4.34586
3.308,4.34208
3.309,4.33829
3.31,4.33448
3.311,4.33067
3.312,4.32685
3.313,4.32302
3.314,4.31918
3.315,4.31533
3.316,4.31147
3.317,4.3076
3.318,4.30372
3.319,4.29983
3.32,4.29593
3.321,4.29202
3.322,4.2881
3.323,4.28417
3.324,4.28023
3.325,4.27628
3.326,4.27232
3.327,4.26835
3.328,4.26438
3.329,4.26039
3.33,4.25639
3.331,4.25238
3.332,4.24836
3.333,4.24434
3.334,4.2403
3.335,4.23625
3.336,4.2322
3.337,4.22813
3.338,4.22405
3.339,4.21997
3.34,4.21587
3.341,4.21177
3.342,4.20765
3.343,4.20353
3.344,4.19939
3.345,4.19524
3.346,4.19109
3.347,4.18693
3.348,4.18275
3.349,4.17857
3.35,4.17437
3.351,4.17017
3.352,4.16596
3.353,4.16173
3.354,4.1575
3.355,4.15326
3.356,4.149
3.357,4.14474
3.358,4.14047
3.359,4.13618
3.36,4.13189
3.361,4.12759
3.362,4.12328
3.363,4.11896
3.364,4.11463
3.365,4.11028
3.366,4.10593
3.367,4.10157
3.368,4.0972
3.369,4.09282
3.37,4.08843
3.371,4.08403
3.372,4.07962
3.373,4.0752
3.374,4.07077
3.375,4.06633
3.376,4.06188
3.377,4.05743
3.378,4.05296
3.379,4.04848
3.38,4.04399
3.381,4.03949
3.382,4.03498
3.383,4.03047
3.384,4.02594
3.385,4.0214
3.386,4.01685
3.387,4.0123
3.388,4.00773
3.389,4.00315
3.39,3.99857
3.391,3.99397
3.392,3.98936
3.393,3.98475
3.394,3.98012
3.395,3.97549
3.396,3.97084
3.397,3.96619
3.398,3.96152
3.399,3.95685
3.4,3.95216
3.401,3.94747
3.402,3.94276
3.403,3.93805
3.404,3.93333
3.405,3.92859
3.406,3.92385
3.407,3.9191
3.408,3.91433
3.409,3.90956
3.41,3.90478
3.411,3.89999
3.412,3.89518
3.413,3.89037
3.414,3.88555
3.415,3.88072
3.416,3.87588
3.417,3.87102
3.418,3.86616
3.419,3.86129
3.42,3.85641
3.421,3.85152
3.422,3.84662
3.423,3.84171
3.424,3.83679
3.425,3.83186
3.426,3.82692
3.427,3.82197
3.428,3.81701
3.429,3.81204
3.43,3.80706
3.431,3.80208
3.432,3.79708
3.433,3.79207
3.434,3.78705
3.435,3.78202
3.436,3.77698
3.437,3.77194
3.438,3.76688
3.439,3.76181
3.44,3.75674
3.441,3.75165
3.442,3.74655
3.443,3.74145
3.444,3.73633
3.445,3.7312
3.446,3.72607
3.447,3.72092
3.448,3.71577
3.449,3.7106
3.45,3.70543
3.451,3.70024
3.452,3.69505
3.453,3.68984
3.454,3.68463
3.455,3.6794
3.456,3.67417
3.457,3.66893
3.458,3.66367
3.459,3.65841
3.46,3.65314
3.461,3.64785
3.462,3.64256
3.463,3.63726
3.464,3.63195
3.465,3.62662
3.466,3.62129
3.467,3.61595
3.468,3.6106
3.469,3.60524
3.47,3.59987
3.471,3.59448
3.472,3.58909
3.473,3.58369
3.474,3.57828
3.475,3.57286
3.476,3.56743
3.477,3.56199
3.478,3.55654
3.479,3.55108
3.48,3.54561
3.481,3.54013
3.482,3.53465
3.483,3.52915
3.484,3.52364
3.485,3.51812
3.486,3.51259
3.487,3.50705
3.488,3.50151
3.489,3.49595
3.49,3.49038
3.491,3.4848
3.492,3.47922
3.493,3.47362
3.494,3.46801
3.495,3.4624
3.496,3.45677
3.497,3.45113
3.498,3.44549
3.499,3.43983
3.5,3.43417
3.501,3.42849
3.502,3.42281
3.503,3.41711
3.504,3.41141
3.505,3.40569
3.506,3.39997
3.507,3.39423
3.508,3.38849
3.509,3.38273
3.51,3.37697
3.511,3.3712
3.512,3.36541
3.513,3.35962
3.514,3.35382
3.515,3.34801
3.516,3.34218
3.517,3.33635
3.518,3.33051
3.519,3.32466
3.52,3.31879
3.521,3.31292
3.522,3.30704
3.523,3.30115
3.524,3.29525
3.525,3.28934
3.526,3.28342
3.527,3.27749
3.528,3.27155
3.529,3.2656
3.53,3.25964
3.531,3.25367
3.532,3.24769
3.533,3.2417
3.534,3.2357
3.535,3.22969
3.536,3.22367
3.537,3.21764
3.538,3.21161
3.539,3.20556
3.54,3.1995
3.541,3.19343
3.542,3.18735
3.543,3.18127
3.544,3.17517
3.545,3.16906
3.546,3.16295
3.547,3.15682
3.548,3.15068
3.549,3.14454
3.55,3.13838
3.551,3.13221
3.552,3.12604
3.553,3.11985
3.554,3.11366
3.555,3.10745
3.556,3.10124
3.557,3.09501
3.558,3.08878
3.559,3.08253
3.56,3.07628
3.561,3.07002
3.562,3.06374
3.563,3.05746
3.564,3.05117
3.565,3.04486
3.566,3.03855
3.567,3.03223
3.568,3.02589
3.569,3.01955
3.57,3.0132
3.571,3.00684
3.572,3.00046
3.573,2.99408
3.574,2.98769
3.575,2.98129
3.576,2.97488
3.577,2.96846
3.578,2.96203
3.579,2.95559
3.58,2.94914
3.581,2.94268
3.582,2.93621
3.583,2.92973
3.584,2.92324
3.585,2.91674
3.586,2.91023
3.587,2.90371
3.588,2.89718
3.589,2.89064
3.59,2.88409
3.591,2.87754
3.592,2.87097
3.593,2.86439
3.594,2.8578
3.595,2.8512
3.596,2.8446
3.597,2.83798
3.598,2.83135
3.599,2.82472
3.6,2.81807
3.601,2.81141
3.602,2.80475
3.603,2.79807
3.604,2.79139
3.605,2.78469
3.606,2.77798
3.607,2.77127
3.608,2.76454
3.609,2.75781
3.61,2.75106
3.611,2.74431
3.612,2.73755
3.613,2.73077
3.614,2.72399
3.615,2.71719
3.616,2.71039
3.617,2.70358
3.618,2.69675
3.619,2.68992
3.62,2.68308
3.621,2.67623
3.622,2.66936
3.623,2.66249
3.624,2.65561
3.625,2.64872
3.626,2.64182
3.627,2.6349
3.628,2.62798
3.629,2.62105
3.63,2.61411
3.631,2.60716
3.632,2.6002
3.633,2.59323
3.634,2.58625
3.635,2.57926
3.636,2.57226
3.637,2.56525
3.638,2.55823
3.639,2.5512
3.64,2.54416
3.641,2.53711
3.642,2.53006
3.643,2.52299
3.644,2.51591
3.645,2.50882
3.646,2.50172
3.647,2.49462
3.648,2.4875
3.649,2.48037
3.65,2.47323
3.651,2.46609
3.652,2.45893
3.653,2.45176
3.654,2.44459
3.655,2.4374
3.656,2.43021
3.657,2.423
3.658,2.41578
3.659,2.40856
3.66,2.40132
3.661,2.39408
3.662,2.38682
3.663,2.37956
3.664,2.37228
3.665,2.365
3.666,2.35771
3.667,2.3504
3.668,2.34309
3.669,2.33577
3.67,2.32843
3.671,2.32109
3.672,2.31374
3.673,2.30637
3.674,2.299
3.675,2.29162
3.676,2.28423
3.677,2.27683
3.678,2.26941
3.679,2.26199
3.68,2.25456
3.681,2.24712
3.682,2.23967
3.683,2.23221
3.684,2.22474
3.685,2.21726
3.686,2.20977
3.687,2.20227
3.688,2.19476
3.689,2.18724
3.69,2.17971
3.691,2.17217
3.692,2.16462
3.693,2.15706
3.694,2.14949
3.695,2.14191
3.696,2.13432
3.697,2.12673
3.698,2.11912
3.699,2.1115
3.7,2.10387
3.701,2.09624
3.702,2.08859
3.703,2.08093
3.704,2.07326
3.705,2.06559
3.706,2.0579
3.707,2.05021
3.708,2.0425
3.709,2.03478
3.71,2.02706
3.711,2.01932
3.712,2.01158
3.713,2.00382
3.714,1.99606
3.715,1.98828
3.716,1.9805
3.717,1.9727
3.718,1.9649
3.719,1.95709
3.72,1.94926
3.721,1.94143
3.722,1.93359
3.723,1.92573
3.724,1.91787
3.725,1.91
3.726,1.90211
3.727,1.89422
3.728,1.88632
3.729,1.87841
3.73,1.87048
3.731,1.86255
3.732,1.85461
3.733,1.84666
3.734,1.8387
3.735,1.83073
3.736,1.82275
3.737,1.81476
3.738,1.80676
3.739,1.79875
3.74,1.79073
3.741,1.7827
3.742,1.77466
3.743,1.76661
3.744,1.75855
3.745,1.75048
3.746,1.7424
3.747,1.73431
3.748,1.72621
3.749,1.71811
3.75,1.70999
3.751,1.70186
3.752,1.69372
3.753,1.68557
3.754,1.67742
3.755,1.66925
3.756,1.66107
3.757,1.65289
3.758,1.64469
3.759,1.63648
3.76,1.62827
3.761,1.62004
3.762,1.61181
3.763,1.60356
3.764,1.5953
3.765,1.58704
3.766,1.57876
3.767,1.57048
3.768,1.56219
3.769,1.55388
3.77,1.54557
3.771,1.53724
3.772,1.52891
3.773,1.52056
3.774,1.51221
3.775,1.50385
3.776,1.49547
3.777,1.48709
3.778,1.4787
3.779,1.4703
3.78,1.46188
3.781,1.45346
3.782,1.44503
3.783,1.43659
3.784,1.42814
3.785,1.41967
3.786,1.4112
3.787,1.40272
3.788,1.39423
3.789,1.38573
3.79,1.37722
3.791,1.3687
3.792,1.36017
3.793,1.35163
3.794,1.34308
3.795,1.33452
3.796,1.32595
3.797,1.31737
3.798,1.30878
3.799,1.30018
3.8,1.29158
3.801,1.28296
3.802,1.27433
3.803,1.26569
3.804,1.25704
3.805,1.24839
3.806,1.23972
3.807,1.23104
3.808,1.22235
3.809,1.21366
3.81,1.20495
3.811,1.19623
3.812,1.18751
3.813,1.17877
3.814,1.17003
3.815,1.16127
3.816,1.1525
3.817,1.14373
3.818,1.13494
3.819,1.12615
3.82,1.11734
3.821,1.10853
3.822,1.09971
3.823,1.09087
3.824,1.08203
3.825,1.07317
3.826,1.06431
3.827,1.05544
3.828,1.04655
3.829,1.03766
3.83,1.02876
3.831,1.01984
3.832,1.01092
3.833,1.00199
3.834,0.993047
3.835,0.984096
3.836,0.975134
3.837,0.966162
3.838,0.957181
3.839,0.94819
3.84,0.939189
3.841,0.930178
3.842,0.921157
3.843,0.912127
3.844,0.903087
3.845,0.894036
3.846,0.884977
3.847,0.875907
3.848,0.866827
3.849,0.857738
3.85,0.848639
3.851,0.83953
3.852,0.830411
3.853,0.821283
3.854,0.812145
3.855,0.802996
3.856,0.793838
3.857,0.784671
3.858,0.775493
3.859,0.766306
3.86,0.757108
3.861,0.747901
3.862,0.738685
3.863,0.729458
3.864,0.720222
3.865,0.710975
3.866,0.701719
3.867,0.692453
3.868,0.683178
3.869,0.673892
3.87,0.664597
3.871,0.655292
3.872,0.645977
3.873,0.636652
3.874,0.627317
3.875,0.617973
3.876,0.608619
3.877,0.599255
3.878,0.589881
3.879,0.580498
3.88,0.571104
3.881,0.561701
3.882,0.552288
3.883,0.542865
3.884,0.533432
3.885,0.52399
3.886,0.514538
3.887,0.505075
3.888,0.495604
3.889,0.486122
3.89,0.47663
3.891,0.467129
3.892,0.457618
3.893,0.448097
3.894,0.438566
3.895,0.429026
3.896,0.419475
3.897,0.409915
3.898,0.400345
3.899,0.390765
3.9,0.381176
3.901,0.371576
3.902,0.361967
3.903,0.352348
3.904,0.342719
3.905,0.33308
3.906,0.323432
3.907,0.313773
3.908,0.304105
3.909,0.294427
3.91,0.28474
3.911,0.275042
3.912,0.265335
3.913,0.255618
3.914,0.245891
3.915,0.236154
3.916,0.226407
3.917,0.216651
3.918,0.206885
3.919,0.197109
3.92,0.187323
3.921,0.177527
3.922,0.167722
3.923,0.157906
3.924,0.148081
3.925,0.138246
3.926,0.128402
3.927,0.118547
3.928,0.108683
3.929,0.0988088
3.93,0.103736
3.931,0.108654
3.932,0.113561
3.933,0.118459
3.934,0.123347
3.935,0.128225
3.936,0.133094
3.937,0.137952
3.938,0.142801
3.939,0.14764
3.94,0.152469
3.941,0.157288
3.942,0.162098
3.943,0.166898
3.944,0.171688
3.945,0.176468
3.946,0.181238
3.947,0.185998
3.948,0.190749
3.949,0.19549
3.95,0.200221
3.951,0.204942
3.952,0.209654
3.953,0.214355
3.954,0.219047
3.955,0.223729
3.956,0.228401
3.957,0.233064
3.958,0.237716
3.959,0.242359
3.96,0.246992
3.961,0.251615
3.962,0.256229
3.963,0.260832
3.964,0.265426
3.965,0.27001
3.966,0.274584
3.967,0.279148
3.968,0.283703
3.969,0.288247
3.97,0.292782
3.971,0.297307
3.972,0.301822
3.973,0.306328
3.974,0.310823
3.975,0.315309
3.976,0.319785
3.977,0.324251
3.978,0.328708
3.979,0.333154
3.98,0.337591
3.981,0.342018
3.982,0.346435
3.983,0.350842
3.984,0.35524
3.985,0.359628
3.986,0.364006
3.987,0.368374
3.988,0.372732
3.989,0.37708
3.99,0.381419
3.991,0.385748
3.992,0.390067
3.993,0.394376
3.994,0.398676
3.995,0.402965
3.996,0.407245
3.997,0.411515
3.998,0.415775
3.999,0.420025
4,0.424266
4.001,0.428497
4.002,0.432718
4.003,0.436929
4.004,0.44113
4.005,0.445322
4.006,0.449503
4.007,0.453675
4.008,0.457837
4.009,0.46199
4.01,0.466132
